id,name,mgmt,moi,cat,sex,cluster_name,block_name,district_name,school_type,assembly_name,parliament_name,pincode,address,landmark,bus,coord
1799,Ravenshaw School,ed,kannada,Upper Primary,co-ed,ambadgatti,bailhongal,belgaum,primary,,,,"cuttack , yutu",,,
11975,GHPS MANANGI,ed,kannada,Upper Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,,,, ,,,
11968,GHPS HALIYURU,ed,kannada,Upper Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577520, ,,,POINT(76.3080176666667 14.213322)
11952,GHPS HIREGUNTANUR,ed,kannada,Upper Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577520, ,,,POINT(76.2806826666667 14.215639)
11960,GLPS K.TIMMAIYANAHATTI,ed,kannada,Lower Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577555, ,,,POINT(76.3255507142857 14.2277169047619)
11959,GLPS CHIKKAGUNTANURU,ed,kannada,Lower Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577520, ,,,POINT(76.2946823333333 14.2242033333333)
11962,GHPS H.G.GOLLARAHATTI,ed,kannada,Upper Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577520, ,,,POINT(76.280841 14.2284176666667)
11956,GULPS HALIYURU,ed,kannada,Lower Primary,co-ed,hireguntanur,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577520, ,,,POINT(76.3077793333333 14.2110013333333)
12059,GHPS INGALADALU,ed,kannada,Upper Primary,co-ed,d.s.halli,chitradurga,chitradurga,primary,Chitradurga,Chitradurga,577524, ,,,POINT(76.4298036666667 14.164902)
20468,GHPS MALAKASAMUDRA,ed,kannada,Upper Primary,co-ed,chikkamyagiri,yelburga,koppal,primary,Yelburga,Koppal,583236, ,,,POINT(76.0426816666667 15.5947013333333)
29653,GHPS TOTA NO.1 KULHALLI,ed,kannada,Upper Primary,co-ed,bhanatti,jamakhandi,bagalkot,primary,Terdal,Bagalkot,587311, ,,,POINT(75.1788786666667 16.5161816666667)
25145,HPS SANJEEV NAGAR KEMBHAVI,ed,kannada,Upper Primary,co-ed,kembhavi,shorapur,yadgiri,primary,Shahapur,Raichur,585216, ,,,POINT(76.524428 16.6543035)
17732,GHPS DEVARAHALLI,ed,kannada,Upper Primary,co-ed,dinnahalli,malur,kolar,primary,Malur,Kolar,563137, ,,,POINT(78.08438 12.89864)
17297,GHPS M MALLANDAHALLI,ed,kannada,Upper Primary,co-ed,madderi,kolar,kolar,primary,Kolar,Kolar,563101, ,,,POINT(78.035483 13.245106)
1912,GOVT HPS MANNERI,ed,kannada,Upper Primary,co-ed,hebballi,badami,bagalkot,primary,Badami,Bagalkot,587114, ,,,POINT(75.705979 15.841601)
23615,GLPS AGRI CAMP,ed,kannada,Upper Primary,co-ed,kyadigera,devadurga,raichur,primary,Devadurga,Raichur,584129, ,,,POINT(76.974786 16.235744)
5069,GOVT HPS HARNAL,ed,kannada,Upper Primary,co-ed,kalwadi,bhalki,bidar,primary,Bhalki,Bidar,585328, ,,,POINT(77.193121 17.9858986666667)
13688,GLPS CHANNAVEER NAGAR NARONA,ed,kannada,Lower Primary,co-ed,narona,aland,gulbarga,primary,Gulbarga Rural,Gulbarga,585311, ,,,POINT(76.7199720833333 17.5181120833333)
23625,GLPS SHAVANTHAGAL,ed,kannada,Upper Primary,co-ed,kyadigera,devadurga,raichur,primary,Devadurga,Raichur,584129, ,,,POINT(76.9153426666667 16.2010366666667)
3602,GMHPS GADHIGANUR,ed,kannada,Upper Primary,co-ed,papinayakana hall,hospet,bellary,primary,Vijayanagara,Bellary,583223, ,,,POINT(76.5969203333333 15.2232393333333)
12938,GMHPS CHIKKAJAJUR,ed,kannada,Upper Primary,co-ed,chikkajajuru,holalkere,chitradurga,primary,Holalkere,Chitradurga,577523, ,,,POINT(76.1418345238095 14.1245952380952)
7128,GLPS MEGALRUDANTHALLI,ed,kannada,Lower Primary,co-ed,odakehalla,hanur,chamrajnagar,primary,,,, ,,,
24947,GHPS HURASAGUNDAGI,ed,kannada,Upper Primary,co-ed,sirwal,shahapur,yadgiri,primary,Yadgir,Raichur,585223, ,,,POINT(76.90962 16.81216)
14371,GOVT GIRLS MPS URDU SHAHABAD,ed,urdu,Upper Primary,co-ed,wadi urdu,chittapur,gulbarga,primary,Gulbarga Rural,Gulbarga,585228, ,,,POINT(76.9388316666667 17.1229571428571)
7124,GHPS DODDANE,ed,kannada,Upper Primary,co-ed,odakehalla,hanur,chamrajnagar,primary,Kollegal,Chamarajanagar,571440, ,,,POINT(77.108957 12.1579)
7071,GULPS GUNDAPUR-K,ed,kannada,Lower Primary,co-ed,maaralli,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571439, ,,,POINT(77.3462966666667 12.007739)
2766,GOVT HPS JAMBAGI K D,ed,kannada,Upper Primary,co-ed,savalagi,jamakhandi,bagalkot,primary,Jamkhandi,Bagalkot,586126, ,,,POINT(75.300439 16.59458)
14281,GOVT MPS KALAGI,ed,kannada,Upper Primary,co-ed,kalagi,chittapur,gulbarga,primary,Chincholi,Bidar,585312, ,,,POINT(77.15178 17.3519413333333)
3647,GLPS   KERE THANDA,ed,kannada,Lower Primary,co-ed,t.c.kamalapura,hospet,bellary,primary,Vijayanagara,Bellary,583276, ,,,POINT(76.4747930357143 15.2933276785714)
14728,GOVT LPS GUGIHAL TANDA,ed,kannada,Lower Primary,co-ed,ijeri,jewargi,gulbarga,primary,Jevargi,Gulbarga,585310, ,,,POINT(76.6685776666667 16.8694786666667)
14341,GOVT HPS TARKASPETH,ed,kannada,Upper Primary,co-ed,kollur,chittapur,gulbarga,primary,,,, ,,,
3652,GHPS PATTABHIRAM CAMP,ed,kannada,Upper Primary,co-ed,s.s.kamalapura,hospet,bellary,primary,Vijayanagara,Bellary,583276, ,,,POINT(76.4833 15.302058)
3599,GHPS BYLUVADHIGIRI,ed,kannada,Upper Primary,co-ed,papinayakana hall,hospet,bellary,primary,Vijayanagara,Bellary,583223, ,,,POINT(76.5250156666667 15.2433753333333)
11411,GHPS PULAGANAHALLI,ed,kannada,Upper Primary,co-ed,alipura,gowribidanur,chikballapur,primary,Gauribidanur,Chikkballapur,561213, ,,,POINT(77.4550105 13.493277)
11414,GMHPS THARIDAL,ed,kannada,Upper Primary,co-ed,alipura,gowribidanur,chikballapur,primary,Gauribidanur,Chikkballapur,561213, ,,,POINT(77.440984 13.4833453333333)
3451,GMHPS SONNA,ed,kannada,Upper Primary,co-ed,morigeri,hagaribommanahalli,bellary,primary,Hadagalli,Bellary,583220, ,,,POINT(76.105662 15.0193213333333)
3440,GHPS HIRE GONDANA HALLI,ed,kannada,Upper Primary,co-ed,h.b. halli,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.19718 15.0185003333333)
6599,GHPS KARINANJANPURA,ed,kannada,Upper Primary,co-ed,chamarajanagar - i,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571342, ,,,POINT(76.9538813333333 11.915501)
6602,GHPS MUDLUPURA,ed,kannada,Lower Primary,co-ed,chamarajanagar - i,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571313, ,,,POINT(76.9243013333333 11.91822)
6620,GLPS JALAHALLIHUNDI,ed,kannada,Lower Primary,co-ed,chamarajanagar - ii,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571342, ,,,POINT(76.9440403333333 11.9364)
6616,G H P G S CHMARAJ-II,ed,kannada,Upper Primary,co-ed,chamarajanagar - i,chamaraja nagar,chamrajnagar,primary,,,, ,,,
14336,GOVT HPS RAMPUR HALLI,ed,kannada,Upper Primary,co-ed,kollur,chittapur,gulbarga,primary,,,, ,,,
17486,GHPS DIMBA CHAMANAHALLI,ed,kannada,Upper Primary,co-ed,p.c. halli,kolar,kolar,primary,Kolar,Kolar,563101, ,,,POINT(78.1576125 13.081562)
14451,GOVT HPS TONASANALLI (T),ed,kannada,Upper Primary,co-ed,tengali,chittapur,gulbarga,primary,Chittapur,Gulbarga,585211, ,,,POINT(77.1333993333333 17.2344013333333)
24998,GMPS HALISAGAR,ed,kannada,Lower Primary,co-ed,halisagar ( north ),shahapur,yadgiri,primary,Shahapur,Raichur,585223, ,,,POINT(76.8472507142857 16.7085652380952)
2397,GOVT HPS 1 HUNAGUND,ed,kannada,Upper Primary,co-ed,hungund,hunagund,bagalkot,primary,,,, ,,,
3358,GHPS  KADLABALU,ed,kannada,Upper Primary,co-ed,bachigondana halli,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.19968 15.08622)
3756,GHPS    GOVINDAGIRI,ed,kannada,Upper Primary,co-ed,sollamma mandira,kudligi,bellary,primary,,,, ,,,
3604,GHPS INGALIGI,ed,kannada,Upper Primary,co-ed,kariganur,hospet,bellary,primary,Vijayanagara,Bellary,583223, ,,,POINT(76.4415806666667 15.2590303333333)
25142,GHPS GIRLS KEMBHAVI,ed,kannada,Upper Primary,co-ed,kembhavi,shorapur,yadgiri,primary,Shahapur,Raichur,585216, ,,,POINT(76.5291065 16.645903)
14280,GOVT HPS DONNUR,ed,kannada,Upper Primary,co-ed,kodadoor,chittapur,gulbarga,primary,Chincholi,Bidar,585312, ,,,POINT(77.1158626666667 17.3083573333333)
18659,GHPS MARIKUPPAM VILLAGE,ed,kannada,Upper Primary,co-ed,gonamakanahalli,k g f,kolar,primary,,,, ,,,
29434,GOVT KBHPS NO.30 VIVEK NAGAR,ed,kannada,Upper Primary,co-ed,k.b.s.no 06 bijapur city,bijapur city,bijapur,primary,Bijapur City,Bijapur,586101, ,,,POINT(75.7264 16.8073275)
28525,GOVT HPS HANCHINAL,ed,kannada,Lower Primary,co-ed,nad kd,indi,bijapur,primary,Indi,Bijapur,586217, ,,,POINT(76.1703976666667 17.1365783333333)
25008,GHPS PETH SHAHAPUR,ed,kannada,Upper Primary,co-ed,halisagar ( north ),shahapur,yadgiri,primary,Shahapur,Raichur,585223, ,,,POINT(76.8405698692811 16.7023768300654)
3943,GHPS   SIDEGALLU,ed,kannada,Upper Primary,co-ed,mahadevapura,kudligi,bellary,primary,Kudligi,Bellary,583130, ,,,POINT(76.574439 14.8011396666667)
3615,GHPS VADDARA HALLI,ed,kannada,Upper Primary,co-ed,kariganur,hospet,bellary,primary,Vijayanagara,Bellary,583223, ,,,POINT(76.46877 15.2367115)
24535,GHPS BHEEMARAJ CAMP,ed,kannada,Upper Primary,co-ed,gorebal,sindhanur,raichur,primary,,,, ,,,
13875,GOVT URDU HPS UDACHAN,ed,urdu,Upper Primary,co-ed,urdu afzalpur,afzalpur,gulbarga,primary,Afzalpur,Gulbarga,585217, ,,,POINT(76.1723563333333 17.2155406666667)
4227,GLPS UPPARA HOSALLI,ed,kannada,Lower Primary,co-ed,u hosalli,siruguppa,bellary,primary,Siruguppa,Koppal,583122, ,,,POINT(76.92866 15.5380623333333)
4226,GHPS UPPARA HOSALLI,ed,kannada,Upper Primary,co-ed,u hosalli,siruguppa,bellary,primary,Siruguppa,Koppal,583122, ,,,POINT(76.928624 15.53494)
1859,GOVT HPS KALLAPUR S.K,ed,kannada,Upper Primary,co-ed,kerur,badami,bagalkot,primary,Badami,Bagalkot,587155, ,,,POINT(75.503515 15.9390989285714)
4220,GHPS   ARALIGANOOR,ed,kannada,Upper Primary,co-ed,u hosalli,siruguppa,bellary,primary,Siruguppa,Koppal,583122, ,,,POINT(76.9426766666667 15.5945226666667)
24843,GHPS TOKAPUR,ed,kannada,Upper Primary,co-ed,kannekolur,shahapur,yadgiri,primary,Yadgir,Raichur,585223, ,,,POINT(76.9424413333333 16.672739)
6969,GHPS SATHYAGALA,ed,kannada,Lower Primary,co-ed,sathegala,kollegal,chamrajnagar,primary,,,, ,,,
3403,GHPS   KANAVI NAYAKANAHALLI,ed,kannada,Upper Primary,co-ed,hansi,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583135, ,,,POINT(76.287384 14.955317)
29714,GHPSJEDDIMANI TOTA BHANATTI,ed,kannada,Upper Primary,co-ed,bhanatti,jamakhandi,bagalkot,primary,Terdal,Bagalkot,587311, ,,,POINT(75.1464773333333 16.4426573333333)
4059,GHPS SIDDAPURA,ed,kannada,Upper Primary,co-ed,krishnanagara,sandur,bellary,primary,Sandur,Bellary,583124, ,,,POINT(76.4690436666667 15.1548813333333)
4055,GHPS DHARMAPURA,ed,kannada,Upper Primary,co-ed,lakshmipura,sandur,bellary,primary,Sandur,Bellary,583119, ,,,POINT(76.5317203333333 15.068999)
1995,GOVT HPS KOTANALLI,ed,kannada,Upper Primary,co-ed,layadagundi,badami,bagalkot,primary,Badami,Bagalkot,587203, ,,,POINT(75.846804 16.0219434444444)
1872,GOVT KBHPS MUSTIGERI,ed,kannada,Upper Primary,co-ed,kerur,badami,bagalkot,primary,Badami,Bagalkot,587206, ,,,POINT(75.569775 15.9597003333333)
7032,GLPSAREKADUVINADODI,ed,kannada,Lower Primary,co-ed,odeyarapalya,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571444, ,,,POINT(77.244259 11.8063393333333)
5457,GOVT LPS DUBLGUNDI (W),ed,kannada,Lower Primary,co-ed,dubalgundi,humnabad,bidar,primary,Homnabad,Bidar,585418, ,,,POINT(77.187702 17.853925)
11569,GHPS KAMMADIKE,ed,kannada,Upper Primary,co-ed,somenahalli,gudibanda,chikballapur,primary,Bagepalli,Chikkballapur,561209, ,,,POINT(77.8536123214286 13.6551576785714)
29716,GOVT. LPS GOVARDHAN THANDA,ed,kannada,Lower Primary,co-ed,hulsoor,basavakalyan,bidar,primary,,,, ,,,
7031,GLPSANDEKURUBARADODI,ed,kannada,Lower Primary,co-ed,odeyarapalya,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571444, ,,,POINT(77.2659196666667 11.833422)
11558,GHPS DODDA NANCHARLU,ed,kannada,Upper Primary,co-ed,somenahalli,gudibanda,chikballapur,primary,Bagepalli,Chikkballapur,561209, ,,,POINT(77.8185976666667 13.6736013333333)
7035,GHPS GUNDIMALA,ed,kannada,Lower Primary,co-ed,odeyarapalya,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571444, ,,,POINT(77.2253596666667 11.840757)
11554,GHPS BOGENAHALLI,ed,kannada,Upper Primary,co-ed,somenahalli,gudibanda,chikballapur,primary,Bagepalli,Chikkballapur,561209, ,,,POINT(77.808141 13.7090613333333)
29720,GOVT LPS PUJESWARI COLONY JAL,ed,kannada,Lower Primary,co-ed,dubalgundi,humnabad,bidar,primary,Homnabad,Bidar,585418, ,,,POINT(77.1815308333333 17.8207325)
29722,GHPS SHRINIVASA VIDYASAUNSTHE YELDUR,ed,kannada,Upper Primary,co-ed,yeldur,srinivasapur,kolar,primary,Srinivaspur,Kolar,563138, ,,,POINT(78.295617 13.281782)
28291,GOVT KBLPS MAHADEV HALLA HONNALL,ed,kannada,Lower Primary,co-ed,nagathan,bijapur  rural,bijapur,primary,Nagthan,Bijapur,586112, ,,,POINT(75.890342 16.939698)
29729,GOVT HPS TADKAL,ed,kannada,Upper Primary,co-ed,jeevanagi,gulbarga north,gulbarga,primary,Gulbarga Rural,Gulbarga,585322, ,,,POINT(77.0250981944444 17.4953769444444)
29733,HPS KAPPANAYAKANHALLI,ed,kannada,Upper Primary,co-ed,mattodu,hosadurga,chitradurga,primary,,,, ,,,
29735,GLPS GOURIPURA,ed,kannada,Lower Primary,co-ed,bomma gatta,sandur,bellary,primary,Sandur,Bellary,583128, ,,,POINT(76.588102 14.9342556666667)
29737,GLPS R D TANDYA,ed,kannada,Lower Primary,co-ed,mattodu,hosadurga,chitradurga,primary,,,, ,,,
7027,GHPSBYLORE,ed,kannada,Upper Primary,co-ed,odeyarapalya,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571444, ,,,POINT(77.2417663333333 11.8142023333333)
3866,GHPS HURALIHAL,ed,kannada,Upper Primary,co-ed,hurlihal,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.55314 14.7174603333333)
7116,GLPS BEDARALLI,ed,kannada,Lower Primary,co-ed,martalli,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571444, ,,,POINT(77.5024988095238 12.0461666666667)
3872,GLPS GANDA BOMMANA HALLI,ed,kannada,Lower Primary,co-ed,chirathagundu,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.55438 14.716815)
7117,GHPS HALEATHALLI,ed,kannada,Upper Primary,co-ed,martalli,hanur,chamrajnagar,primary,Hanur,Chamarajanagar,571491, ,,,POINT(77.49728 11.9946766666667)
29748,GHPS VANAGERI,ed,kannada,Upper Primary,co-ed,chalageri,kustagi,koppal,primary,,,, ,,,
3437,GHPS VARADHAPURA,ed,kannada,Upper Primary,co-ed,marabbihal,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.296768 15.1410206666667)
3863,GLPS     YERRA GUNDLA HATTI,ed,kannada,Lower Primary,co-ed,chirathagundu,kudligi,bellary,primary,,,, ,,,
1812,GOVT HPS KARADIGUDD SA,ed,kannada,Upper Primary,co-ed,neerabudhihal,badami,bagalkot,primary,Bilgi,Bagalkot,587206, ,,,POINT(75.501148 16.130302)
29751,GLPS KADHAVAGERI,ed,kannada,Lower Primary,co-ed,srirampura,hosadurga,chitradurga,primary,Hosadurga,Chitradurga,577542, ,,,POINT(76.4498426666667 13.6523216666667)
29752,GLPS JANATA COL BALLATAGI,ed,kannada,Lower Primary,co-ed,mallat,manvi,raichur,primary,Manvi,Raichur,584129, ,,,POINT(76.959377 16.083159)
29753,LPS WADAVATTI CROSS,ed,kannada,Lower Primary,co-ed,heera,manvi,raichur,primary,Manvi,Raichur,584129, ,,,POINT(76.91126 16.17015)
29756,GLPS SAVALA TANDA,ed,kannada,Lower Primary,co-ed,kyadigera,devadurga,raichur,primary,Devadurga,Raichur,584129, ,,,POINT(76.9492996666667 16.1991776666667)
29757,GLPSSHIVARAMPURA,ed,kannada,Lower Primary,co-ed,vadagur,kolar,kolar,primary,Bangarapet,Kolar,563101, ,,,POINT(78.230379 13.146482)
29758,GHPS RAMESHWARRAMPUR,ed,kannada,Upper Primary,co-ed,rampura,molakalmur,chitradurga,primary,,,, ,,,
10277,GHPS DASARIVARIPALLI,ed,kannada,Upper Primary,co-ed,chakavelu,bagepally,chikballapur,primary,Bagepalli,Chikkballapur,563124, ,,,POINT(78.09386 13.8449236666667)
29759,LPS CHOLACHAGUDDA PLOTA,ed,kannada,Lower Primary,co-ed,cholachagudda,badami,bagalkot,primary,Badami,Bagalkot,587201, ,,,POINT(75.7169830952381 15.8677673809524)
29761,GOVT KBLPS GUNDA NAGAR,ed,kannada,Lower Primary,co-ed,k.b.s.no 06 bijapur city,bijapur city,bijapur,primary,Bijapur City,Bijapur,586101, ,,,POINT(75.7148325 16.793725)
29763,HPSGIRLS CHOLACHAGUDDA,ed,kannada,Upper Primary,co-ed,cholachagudda,badami,bagalkot,primary,,,, ,,,
3433,GHPS NARAYANA DEVARAKERE,ed,kannada,Upper Primary,co-ed,marabbihal,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.2839743333333 15.1655546666667)
29764,GLPS BAAGERA DODDI,ed,kannada,Lower Primary,co-ed,kyadigera,devadurga,raichur,primary,Devadurga,Raichur,584129, ,,,POINT(76.9693616666667 16.2263363333333)
29765,GKBHPS RAJNAL,ed,kannada,Upper Primary,co-ed,alamatti d s,basavan  bagewadi,bijapur,primary,Devar Hippargi,Bijapur,586203, ,,,POINT(76.0011623333333 16.426659)
29769,GLPS JAMBANAIK TANDA,ed,kannada,Lower Primary,co-ed,malladevaragudda,devadurga,raichur,primary,,,, ,,,
29771,GUHPS ALAMATTI D S,ed,kannada,Upper Primary,co-ed,alamatti d s,basavan  bagewadi,bijapur,primary,Basavana Bagevadi,Bijapur,586201, ,,,POINT(75.8945193333333 16.3461166666667)
29774,GLPS POOJARLAHALLI,ed,kannada,Upper Primary,co-ed,boodikote,bangarapete,kolar,primary,Kolar Gold Field,Kolar,563113, ,,,POINT(78.305604 12.9031296666667)
29775,GLPS BHAGAMMADODDI,ed,kannada,Lower Primary,co-ed,malladevaragudda,devadurga,raichur,primary,Devadurga,Raichur,584111, ,,,POINT(76.9378285 16.2543985)
29776,GHPS MARADI THANDA,ed,kannada,Upper Primary,co-ed,malladevaragudda,devadurga,raichur,primary,Devadurga,Raichur,584129, ,,,POINT(76.9676193333333 16.256778)
29779,GHPS JANGAMAKOTE THOATGALLU,ed,kannada,Upper Primary,co-ed,jangamakote,sidlaghatta,chikballapur,primary,Sidlaghatta,Kolar,562102, ,,,POINT(77.8470683928571 13.2615833928571)
3291,GHPS GUJANOORU,ed,kannada,Upper Primary,co-ed,hagaranooru,hadagali,bellary,primary,Hadagalli,Bellary,583219, ,,,POINT(75.9128973333333 14.9774356666667)
29780,GOVT HPS BHUTAPUR,ed,kannada,Upper Primary,co-ed,gadikeshwar,chincholi,gulbarga,primary,Sedam,Gulbarga,585320, ,,,POINT(77.2910176666667 17.28108)
6790,GHPS DEVARA HALLI,ed,kannada,Upper Primary,co-ed,hangala,gundlupet,chamrajnagar,primary,Gundlupet,Chamarajanagar,571126, ,,,POINT(76.6260396666667 11.7480013333333)
29781,GLPS MODURU,ed,kannada,Upper Primary,co-ed,renukapura,challakere,chitradurga,primary,Challakere,Chitradurga,577522, ,,,POINT(76.8486413333333 14.40602)
29782,GLPS BALAIAHNAVARA HATTY,ed,kannada,Lower Primary,co-ed,renukapura,challakere,chitradurga,primary,Molakalmuru,Chitradurga,577537, ,,,POINT(76.840061 14.4727613333333)
29783,GLPS KN TANDA,ed,kannada,Lower Primary,co-ed,wadagera,shahapur,yadgiri,primary,,,, ,,,
3741,GHPS   KADAKOLA,ed,kannada,Upper Primary,co-ed,chikka jogi halli,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.4814268181818 14.7524610909091)
3910,GHPS BANAVI KALLU,ed,kannada,Upper Primary,co-ed,m.b. iyyana halli,kudligi,bellary,primary,Kudligi,Bellary,583136, ,,,POINT(76.4342236363636 14.7624706363636)
3923,GHPS    SOOLADHA HALLI,ed,kannada,Upper Primary,co-ed,m.b. iyyana halli,kudligi,bellary,primary,Kudligi,Bellary,583136, ,,,POINT(76.3955837878788 14.7543081060606)
3912,GHPS BELLI KATTE,ed,kannada,Upper Primary,co-ed,m.b. iyyana halli,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.4222163636364 14.7007746212121)
3918,GHPS  M.B.AYYANA HALLI,ed,kannada,Upper Primary,co-ed,m.b. iyyana halli,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.4519186666667 14.7254766666667)
29791,GLPSDASARLAPALLY,ed,kannada,Lower Primary,co-ed,pulugoorkote,srinivasapur,kolar,primary,Srinivaspur,Kolar,563134, ,,,POINT(78.3265886666667 13.433165)
29794,GHPS SHIVAPUR,ed,kannada,Upper Primary,co-ed,bilhar,shahapur,yadgiri,primary,Yadgir,Raichur,585355, ,,,POINT(77.235121 16.4310976666667)
29796,GHPS CHIRATHA GUNDU,ed,kannada,Upper Primary,co-ed,chirathagundu,kudligi,bellary,primary,Kudligi,Bellary,583126, ,,,POINT(76.6151623333333 14.728141)
3429,GHPS  MARABBIHAL,ed,kannada,Upper Primary,co-ed,marabbihal,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.2756603333333 15.1338746666667)
6475,GLPS BIJJALAPALYA,ed,kannada,Lower Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571127, ,,,POINT(77.086 11.7807)
29800,GOVT HPS DONAGAON,ed,kannada,Upper Primary,co-ed,bheemanahalli,chittapur,gulbarga,primary,Chittapur,Gulbarga,585211, ,,,POINT(77.1911706666667 17.0282783333333)
6457,GLPS KODIUGANE,ed,kannada,Lower Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571127, ,,,POINT(76.959682 11.8454976666667)
6473,GLPS BOMMANAHALLI,ed,kannada,Lower Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,,,, ,,,
6455,GLPS BANDI GOWDANA HALLI,ed,kannada,Lower Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571127, ,,,POINT(76.9652 11.7908)
6464,GHPS SIDDAIAHANAPURA,ed,kannada,Upper Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571127, ,,,POINT(77.00188 11.8521)
3304,GLPS   THAMALAPURA,ed,kannada,Lower Primary,co-ed,nagathi basapura,hadagali,bellary,primary,Hadagalli,Bellary,583216, ,,,POINT(75.8697892727273 14.8822196363636)
14403,GOVT HPS BANNUR,ed,kannada,Upper Primary,co-ed,pethsiroor,chittapur,gulbarga,primary,Chittapur,Gulbarga,585102, ,,,POINT(76.9919485 17.25852)
3525,GHPS CHILAKANA HATTI,ed,kannada,Upper Primary,co-ed,chilakana hatti,hospet,bellary,primary,Hagaribommanahalli,Bellary,583222, ,,,POINT(76.3486123333333 15.0747823333333)
6459,GHPS BISALAVADI,ed,kannada,Upper Primary,co-ed,venkataiahana chathra,chamaraja nagar,chamrajnagar,primary,Chamarajanagar,Chamarajanagar,571127, ,,,POINT(76.9440386666667 11.8037613333333)
3423,GHPS    HAMPAPATNA,ed,kannada,Upper Primary,co-ed,hampapattana,hagaribommanahalli,bellary,primary,Hagaribommanahalli,Bellary,583212, ,,,POINT(76.2752586666667 15.11134)
6786,GLPS MELUKAMANAHALLI,ed,kannada,Lower Primary,co-ed,hangala,gundlupet,chamrajnagar,primary,Gundlupet,Chamarajanagar,571126, ,,,POINT(76.6398433333333 11.7019823333333)
28248,GOVT KBHPS AHERI LT 1,ed,kannada,Upper Primary,co-ed,kawalagi,bijapur  rural,bijapur,primary,Nagthan,Bijapur,586112, ,,,POINT(75.9410448214286 16.8577969642857)
17758,GHPS YELESANDRA,ed,kannada,Upper Primary,co-ed,dinnahalli,malur,kolar,primary,Malur,Kolar,563137, ,,,POINT(78.066606 12.896038)
3530,GHPS GOLLARA HALLI,ed,kannada,Upper Primary,co-ed,g.nagalapura,hospet,bellary,primary,Hagaribommanahalli,Bellary,583222, ,,,POINT(76.3689176666667 15.1100023333333)
3275,GLPS KOTEHAL,ed,kannada,Lower Primary,co-ed,kathe bennur,hadagali,bellary,primary,,,, ,,,
6707,GHPS BEEGHANA HALLI,ed,kannada,Upper Primary,co-ed,bhommala pura,gundlupet,chamrajnagar,primary,,,, ,,,
1999,GOVT HPS PADANAKATTI,ed,kannada,Upper Primary,co-ed,layadagundi,badami,bagalkot,primary,Badami,Bagalkot,587203, ,,,POINT(75.8226756666667 16.04758)
29805,GHPS RANGAVVANAHALLI,ed,kannada,Upper Primary,co-ed,hosdurga rural,hosadurga,chitradurga,primary,,,, ,,,
3503,GHPS BAPUJI 20 WARD HARIJANAKE,ed,kannada,Upper Primary,co-ed,ambedkar.j.rd hpt,hospet,bellary,primary,Vijayanagara,Bellary,583201, ,,,POINT(76.390086 15.2639215)
29808,GLPS KEB COLONY V V NAGAR,ed,kannada,Lower Primary,co-ed,hiriyur,hiriyur,chitradurga,primary,Hiriyur,Chitradurga,577598, ,,,POINT(76.612376 13.962082)
