id,name,mgmt,moi,cat,sex,cluster_name,block_name,district_name,school_type,assembly_name,parliament_name,pincode,address,landmark,bus,coord
31625,GKLPS BASAVANABANNIKUPPE,ed,kannada,Lower Primary,co-ed,tungani,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.4099826666667 12.62232)
31626,GKLPS CHEERANAKUPPE,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.4356806666667 12.5364783333333)
31630,GKLPS CHOUKASANDRA,ed,kannada,Lower Primary,co-ed,shivanahalli,kanakapura,ramnagara,primary,,,, ,,,
31631,GKLPS KEBHEEDODDI,ed,kannada,Lower Primary,co-ed,kaggalahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.487762 12.7021186666667)
31632,GKHPS MALLIGEMEETILU,ed,kannada,Upper Primary,co-ed,tungani,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4973706363636 12.6148184545455)
31637,GKLPS HALLEGHBHADI,ed,kannada,Lower Primary,co-ed,kaggalahalli,kanakapura,ramnagara,primary,,,, ,,,
31638,GKLPS BALAGERE,ed,kannada,Lower Primary,co-ed,tungani,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.4932226666667 12.601124)
31640,GKLPS CHIKKABETTAHALLI,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.476337 12.495008)
31642,GKLPS MARIGOWDANADODDI,ed,kannada,Lower Primary,co-ed,tungani,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4749388095238 12.362349047619)
31645,GKHPS P.RAMPURA,ed,kannada,Upper Primary,co-ed,tungani,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.4075283333333 12.607401)
31646,GKLPS KALKEREDODDI,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.447894 12.4870245)
31647,GKLPS GULLHATTIKAVAL,ed,kannada,Lower Primary,co-ed,kaggalahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5467561904762 12.7295311904762)
31649,GKLPS HANUMANAHALLI,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3764643333333 12.5292936666667)
31650,GKLPS SUNDAGHATTA,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.5042321428571 12.5271423214286)
31651,GKLPS BHANDEBASAPPANADODDI,ed,kannada,Lower Primary,co-ed,tungani,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.40096 12.5860213333333)
31653,GKLPS RAMANAHALLI,ed,kannada,Lower Primary,co-ed,shivanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3758005 12.5344735)
31659,GKLPS KEBHEHALLI,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.460418 12.4730545)
31662,GKLPS KANCHANAHALLI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.2439865277778 12.4838875)
31665,GKHPS VENKATARAYANADODDY,ed,kannada,Upper Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3318106666667 12.5348662222222)
31666,GKLPS SOREKAYIDODDI,ed,kannada,Lower Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3331196666667 12.4430426666667)
31667,GKLPS GANALDODDI,ed,kannada,Lower Primary,co-ed,harohalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.452357 12.6730823333333)
31668,GKLPS KURUBARAHALLI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4150403333334 12.6732436666667)
31669,GKLPS VADLEGOWDANADODDI,ed,kannada,Lower Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.378072 12.4791745)
31671,GKLPS TENGANAIKANAHALLI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3451173333333 12.532358)
31673,GKHPS ACHALU,ed,kannada,Upper Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3634975 12.4788283333333)
31675,GKLPS VIRUPASANDRA,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3835194545454 12.5375599090909)
31678,GKLPS K BHEEMASANDRA,ed,kannada,Lower Primary,co-ed,harohalli,kanakapura,ramnagara,primary,,,, ,,,
31679,GKLPS ERILUGARA COLONEY,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.34926 12.563398)
31681,GKLPS HAROHALLI,ed,kannada,Lower Primary,co-ed,harohalli,kanakapura,ramnagara,primary,Magadi,Bangalore Rural,562109, ,,,POINT(77.4604014285714 12.748535)
31682,GKHPS CHIKKA ALAHALLI,ed,kannada,Upper Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3501196666667 12.432816)
31683,GKLPS TAMASANDRA,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.411868 12.572522)
31685,GKLPS SOORANAHALLI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.31786 12.5060176666667)
31687,GKLPS MARAJAKATTA,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,,,, ,,,
31689,GKLPS GIRENAHALLI,ed,kannada,Lower Primary,co-ed,harohalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4555963333333 12.67672)
31692,GKHPS YADAMAARANAHALLI,ed,kannada,Upper Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3795446666667 12.42856)
31693,GKHPS BARADANALLI,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.4412 12.5582116666667)
31695,GKHPS TOTHAHALLI,ed,kannada,Upper Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3446325 12.4814866666667)
31696,GKLPS BAPUJINAGARA,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3098743333333 12.5180743333333)
31700,GKLPS KENCHEGOUDANADODDI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.2902196666667 12.5223996666667)
31702,GKLPS RAMAKRISHNAPURADODDI,ed,kannada,Lower Primary,co-ed,harohalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.45756 12.691179)
31703,GKHPS SATHANUR,ed,kannada,Lower Primary,co-ed,sathanuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.32326 12.447322)
31704,GKHPS KABBALU,ed,kannada,Upper Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3045566666667 12.5018003333333)
31705,GKHPS ANAMANALLI,ed,kannada,Upper Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.439859 12.57658)
31706,GKLPS VEEREGOWDANADODDI,ed,kannada,Lower Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.369161 12.6418943333333)
31708,GKLPS HOSAKABBALU,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.303752 12.5047823333333)
31709,GKHPS CHIKKAKALBALU,ed,kannada,Upper Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.4031043333333 12.6543773333333)
31711,GKLPS UYAMBHALLI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4599 12.334597)
31717,GKLPS THAGADEGOWDANADODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.470291 12.380341)
31718,GKLPS HOSHAKOTTE,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4758838095238 12.6997997619048)
31720,GKLPS AREMEGALADODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4670442857143 12.3501548214286)
31721,GKLPS GUGAREDODDI,ed,kannada,Lower Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.4029319047619 12.620965)
31722,GKLPS DODDAKOPPA,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4750933333333 12.379164)
31723,GKNHPS 11,ed,kannada,Upper Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,,,, ,,,
31724,GKLPS KITTAPPANADODDI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,,,, ,,,
31725,GKHPS PICCANAKERE,ed,kannada,Upper Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562109, ,,,POINT(77.3892186666667 12.683394)
31727,GKHPS ARUTHIPALY,ed,kannada,Upper Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.402598 12.6304823333333)
31730,GKHPS BENDIGANAHALLI,ed,kannada,Upper Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562117, ,,,POINT(77.3966685714286 12.6157703571429)
31731,GKLPS T GOLLAHALLI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4827203333333 12.417999)
31734,GKUHPS KKP (GIRLS),ed,urdu,Upper Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,,,, ,,,
31735,GKLPS BOLAMALLAPPANADODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4736966666667 12.34582)
31741,GKLPS DOMBARADOODI,ed,kannada,Lower Primary,co-ed,kanakapura town,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.42186 12.56996)
31742,GKHPS GERAHALLI,ed,kannada,Upper Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3508413333333 12.50572)
31744,GKLPS SRI RAMASAGARA,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4699603333333 12.41038)
31747,GKLPS SHETTY KERE DODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.454398 12.3978265)
31750,GKLPS AREHOSAHALLI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3306413333333 12.4921946666667)
31753,GKHPS KACHUVANAHALLI,ed,kannada,Upper Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3255830952381 12.4862666666667)
31754,GKLPS BOGHANAJAPPANADODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.483581 12.4096976666667)
31758,GKLPS KORATAGEREDODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4500525 12.4082485)
31761,GKLPS VADDARADODDI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3203153333333 12.4724506666667)
31763,GKLPS PILLEGOWDANADODDI,ed,kannada,Lower Primary,co-ed,hukunda( d. gollahalli),kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4607016666667 12.3541603333333)
31764,GKLPS SHAMBEGOUDANADODDI,ed,kannada,Lower Primary,co-ed,attihalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.303516474359 12.4598086538462)
31765,GULPS KARIMKANDODDI,ed,kannada,Lower Primary,co-ed,dodda muduvadi,kanakapura,ramnagara,primary,,,, ,,,
31769,GKHPS BIJJAHALLI,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5450005357143 12.4486146428571)
31771,GKLPS CHAMUNDIPURA,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562119, ,,,POINT(77.5894163333333 12.4320396666667)
31772,GKLPS SIDDAYANA DODDI,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Magadi,Bangalore Rural,562109, ,,,POINT(77.420995 12.7183963333333)
31775,GKLPS ANEHOSAHALLI,ed,kannada,Lower Primary,co-ed,dodda maralavadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5026196666667 12.6247143333333)
31778,GKLPS VADDARAKUPPE,ed,kannada,Lower Primary,co-ed,dodda maralavadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.5933775 12.640219)
31780,GKLPS GARE PALYA,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Magadi,Bangalore Rural,562109, ,,,POINT(77.4303 12.704938)
31783,GKLPS SONTENA HALLI,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4084563333333 12.7022)
31785,GKLPS YARRE HALLI,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,,,, ,,,
31787,GKHPS ANNE DODDI,ed,kannada,Upper Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.415141 12.709521)
31790,GKHPS KOLLIGANAHALLI,ed,kannada,Upper Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Magadi,Bangalore Rural,562109, ,,,POINT(77.4064906666667 12.7120173333333)
31793,GKLPS YEKKULI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5256823333333 12.4565)
31795,GKLPS HALASINAMADHADODDI,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.286565952381 12.4820014285714)
31796,GKHPS KADUSHIVANAHLLI,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562119, ,,,POINT(77.5870816666667 12.4914)
31797,GKLPS KEMMALE,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.3080119047619 12.4414154761905)
31800,GKLPS VEERAIYANADODDI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,,,, ,,,
31803,GKLPS DODDABECHALAHATTI,ed,kannada,Lower Primary,co-ed,dodda maralavadi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.5693285 12.6403755)
31804,GKLPS MURALITHIMANA DODDI,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,,,, ,,,
31805,GKHPS ALAGADAKALU,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562119, ,,,POINT(77.5923992857143 12.4720308928571)
31806,GKLPS GOLLARADODDI,ed,kannada,Lower Primary,co-ed,dodda maralavadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.445295 12.3695406666667)
31807,GKLPS GATTIGUNDA,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.595019 12.454136)
31808,GKHPS HONNIGANA HALLI,ed,kannada,Upper Primary,co-ed,halasuru,kanakapura,ramnagara,primary,,,, ,,,
31809,GKLPS NARAYANAPURA,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4164736666667 12.6932226666667)
31811,GKHPS KOLAGONDANAHALLI,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562119, ,,,POINT(77.6059803333333 12.46024)
31812,GKLPS HONNALAGANA DODDI,ed,kannada,Lower Primary,co-ed,anedoddi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4251796666667 12.6924623333333)
31817,GKHPS SASALAPURA,ed,kannada,Upper Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.2894196666667 12.4537606666667)
31819,GKLPS YELAVANATHA,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.573142 12.50892)
31821,GKLPS THIPPURU,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5395766666667 12.460455)
31828,GKLPS AMBEDKAR CALONY,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.349995 12.39963)
31829,GKLPS NAYAKARADODDI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.500519 12.4753796666667)
31830,GKHPS DODDASADENAHALLI,ed,kannada,Upper Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4785439285714 12.64339875)
31831,GKLPS DOONTHUR,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.33066 12.41634)
31833,GKHPS PADUVANAGERE,ed,kannada,Upper Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.465185 12.6168013333333)
31834,GKLPS KEMPEGOUDANADODDI,ed,kannada,Lower Primary,co-ed,halasuru,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562126, ,,,POINT(77.2836006666667 12.4165976666667)
31835,GKHPS HALLASUR,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562121, ,,,POINT(77.5160193333333 12.4850206666667)
31841,GKLPS YADVANHALLI,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,,,, ,,,
31843,GKLPS RASTHE JAKKASANDRA,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4397023214286 12.6523558928571)
31844,GKLPS ANTHEGOWDANADODDI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,,,, ,,,
31848,GKLPS BYREGOWDANAVALASE,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4213183333333 12.6796586666667)
31851,GKLPS MARASARAHALLY,ed,kannada,Lower Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5343933333333 12.6280443333333)
31853,GKHPS GULAGANAHALLI,ed,kannada,Upper Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5304596666667 12.4773586666667)
31855,GKLPS KEERANAGERE,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.455463 12.652292)
31856,GKHPS KARIKALDODDI GATE,ed,kannada,Upper Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.495242 12.65024)
31857,GKLPS INDIRANAGARA,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.4898111111111 12.4426224444444)
31858,GKLPS KABBALAYANADODDI,ed,kannada,Lower Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.52802 12.312323)
31861,GKLPS RAMPURADODDI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.482024 12.4459776666667)
31864,GKLPS G GOLLAHALLY,ed,kannada,Lower Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5235576666667 12.6467616666667)
31865,GKLPS CHIKKASADENAHALLI,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,,,, ,,,
31868,GKHPS ATHIKUPE,ed,kannada,Upper Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5290325 12.6800955)
31869,GKLPS BALECHANNAVALASE,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4555763333333 12.625982)
31870,GKLPS BEVINAMARDHADODDI,ed,kannada,Lower Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5191003333333 12.376761)
31871,GKLPS GULAVADIDODDI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.582 12.4404226666667)
31872,GKLPS CHIKANNANAVALASE,ed,kannada,Lower Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.540567 12.66866)
31873,GKLPS AGARA,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.4782593333333 12.619921)
31875,GKLPS PURADADODDI,ed,kannada,Lower Primary,co-ed,cheeluru,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.46958 12.60378)
31877,GKLPS GULAVADIDODDIKALONI,ed,kannada,Lower Primary,co-ed,herindyapanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.582 12.4404226666667)
31882,GKLPS KOLLALGUNDI,ed,kannada,Lower Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5715907575758 12.6599437878788)
31883,GKLPS THATTEKERE,ed,kannada,Lower Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5721795 12.367172)
31884,GKHPS THATEKERE,ed,kannada,Upper Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5726976666667 12.673423)
31887,GKHPS BANNIMUKODLU,ed,kannada,Upper Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.565448 12.3562515)
31889,GKLPS SONNAREDODDI,ed,kannada,Lower Primary,co-ed,banavasi,kanakapura,ramnagara,primary,Ramanagaram,Bangalore Rural,562112, ,,,POINT(77.5199530952381 12.7118835714286)
31892,GKLPS MURUKANI,ed,kannada,Lower Primary,co-ed,chikka muduvadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.344875 12.5756393333333)
31895,GKHPS ALANATTA,ed,kannada,Upper Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.5194195238095 12.3813664285714)
31896,GKHPS SOMEDYAPANAHALLI,ed,kannada,Upper Primary,co-ed,chikka muduvadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3393003636364 12.5747089090909)
31897,GKLPS MARALADODDI,ed,kannada,Lower Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.581743 12.392658)
31899,GKHPS MALLAPPANAHOSAHALLI,ed,kannada,Upper Primary,co-ed,chikka muduvadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3287396666667 12.5535843333333)
31901,GKLPS HUNASANAKODIHALLI,ed,kannada,Lower Primary,co-ed,hunasanahalli,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562119, ,,,POINT(77.6023719642857 12.3713728571429)
31905,GKLPS BACHAHALLIDODDI,ed,kannada,Lower Primary,co-ed,chikka muduvadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3549223333333 12.614299)
31908,GKLPS KEREMEGALADODDI,ed,kannada,Lower Primary,co-ed,chikka muduvadi,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.3760226666667 12.598158)
31911,GKLPS VADEDODDI,ed,kannada,Lower Primary,co-ed,narayanapura,kanakapura,ramnagara,primary,Kanakapura,Bangalore Rural,562117, ,,,POINT(77.35486 12.601179)
